Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Latitude,Longitude
6590,Colombia,Wheat,1993,18773,3240.0,14961.81,22.29,4.570868,-74.297333
6591,Colombia,Yams,1993,127935,3240.0,14961.81,27.42,4.570868,-74.297333
6592,Colombia,Yams,1993,127935,3240.0,14961.81,22.29,4.570868,-74.297333
6593,Colombia,Cassava,1994,94651,3240.0,17051.34,27.17,4.570868,-74.297333
6594,Colombia,Cassava,1994,94651,3240.0,17051.34,22.33,4.570868,-74.297333
6595,Colombia,Maize,1994,15671,3240.0,17051.34,27.17,4.570868,-74.297333
6596,Colombia,Maize,1994,15671,3240.0,17051.34,22.33,4.570868,-74.297333
6597,Colombia,Plantains and others,1994,64794,3240.0,17051.34,27.17,4.570868,-74.297333
6598,Colombia,Plantains and others,1994,64794,3240.0,17051.34,22.33,4.570868,-74.297333
6599,Colombia,Potatoes,1994,159364,3240.0,17051.34,27.17,4.570868,-74.297333
6600,Colombia,Potatoes,1994,159364,3240.0,17051.34,22.33,4.570868,-74.297333
6601,Colombia,"Rice, paddy",1994,40590,3240.0,17051.34,27.17,4.570868,-74.297333
6602,Colombia,"Rice, paddy",1994,40590,3240.0,17051.34,22.33,4.570868,-74.297333
6603,Colombia,Sorghum,1994,29611,3240.0,17051.34,27.17,4.570868,-74.297333
6604,Colombia,Sorghum,1994,29611,3240.0,17051.34,22.33,4.570868,-74.297333
6605,Colombia,Soybeans,1994,19323,3240.0,17051.34,27.17,4.570868,-74.297333
6606,Colombia,Soybeans,1994,19323,3240.0,17051.34,22.33,4.570868,-74.297333
6607,Colombia,Wheat,1994,20547,3240.0,17051.34,27.17,4.570868,-74.297333
6608,Colombia,Wheat,1994,20547,3240.0,17051.34,22.33,4.570868,-74.297333
6609,Colombia,Yams,1994,105860,3240.0,17051.34,27.17,4.570868,-74.297333
6610,Colombia,Yams,1994,105860,3240.0,17051.34,22.33,4.570868,-74.297333
6611,Colombia,Cassava,1995,98583,3240.0,20156.23,27.3,4.570868,-74.297333
6612,Colombia,Cassava,1995,98583,3240.0,20156.23,22.27,4.570868,-74.297333
6613,Colombia,Maize,1995,15537,3240.0,20156.23,27.3,4.570868,-74.297333
6614,Colombia,Maize,1995,15537,3240.0,20156.23,22.27,4.570868,-74.297333
6615,Colombia,Plantains and others,1995,73766,3240.0,20156.23,27.3,4.570868,-74.297333
6616,Colombia,Plantains and others,1995,73766,3240.0,20156.23,22.27,4.570868,-74.297333
6617,Colombia,Potatoes,1995,161991,3240.0,20156.23,27.3,4.570868,-74.297333
6618,Colombia,Potatoes,1995,161991,3240.0,20156.23,22.27,4.570868,-74.297333
6619,Colombia,"Rice, paddy",1995,42840,3240.0,20156.23,27.3,4.570868,-74.297333
6620,Colombia,"Rice, paddy",1995,42840,3240.0,20156.23,22.27,4.570868,-74.297333
6621,Colombia,Sorghum,1995,30640,3240.0,20156.23,27.3,4.570868,-74.297333
6622,Colombia,Sorghum,1995,30640,3240.0,20156.23,22.27,4.570868,-74.297333
6623,Colombia,Soybeans,1995,21075,3240.0,20156.23,27.3,4.570868,-74.297333
6624,Colombia,Soybeans,1995,21075,3240.0,20156.23,22.27,4.570868,-74.297333
6625,Colombia,Wheat,1995,21193,3240.0,20156.23,27.3,4.570868,-74.297333
6626,Colombia,Wheat,1995,21193,3240.0,20156.23,22.27,4.570868,-74.297333
6627,Colombia,Yams,1995,116198,3240.0,20156.23,27.3,4.570868,-74.297333
6628,Colombia,Yams,1995,116198,3240.0,20156.23,22.27,4.570868,-74.297333
6629,Colombia,Cassava,1996,101765,3240.0,18131.0,27.12,4.570868,-74.297333
6630,Colombia,Cassava,1996,101765,3240.0,18131.0,22.07,4.570868,-74.297333
6631,Colombia,Maize,1996,16293,3240.0,18131.0,27.12,4.570868,-74.297333
6632,Colombia,Maize,1996,16293,3240.0,18131.0,22.07,4.570868,-74.297333
6633,Colombia,Plantains and others,1996,69346,3240.0,18131.0,27.12,4.570868,-74.297333
6634,Colombia,Plantains and others,1996,69346,3240.0,18131.0,22.07,4.570868,-74.297333
6635,Colombia,Potatoes,1996,161255,3240.0,18131.0,27.12,4.570868,-74.297333
6636,Colombia,Potatoes,1996,161255,3240.0,18131.0,22.07,4.570868,-74.297333
6637,Colombia,"Rice, paddy",1996,40794,3240.0,18131.0,27.12,4.570868,-74.297333
6638,Colombia,"Rice, paddy",1996,40794,3240.0,18131.0,22.07,4.570868,-74.297333
6639,Colombia,Sorghum,1996,32993,3240.0,18131.0,27.12,4.570868,-74.297333
6640,Colombia,Sorghum,1996,32993,3240.0,18131.0,22.07,4.570868,-74.297333
6641,Colombia,Soybeans,1996,21395,3240.0,18131.0,27.12,4.570868,-74.297333
6642,Colombia,Soybeans,1996,21395,3240.0,18131.0,22.07,4.570868,-74.297333
6643,Colombia,Wheat,1996,21824,3240.0,18131.0,27.12,4.570868,-74.297333
6644,Colombia,Wheat,1996,21824,3240.0,18131.0,22.07,4.570868,-74.297333
6645,Colombia,Yams,1996,109892,3240.0,18131.0,27.12,4.570868,-74.297333
6646,Colombia,Yams,1996,109892,3240.0,18131.0,22.07,4.570868,-74.297333
6647,Colombia,Cassava,1997,92083,3240.0,16005.0,27.54,4.570868,-74.297333
6648,Colombia,Cassava,1997,92083,3240.0,16005.0,22.9,4.570868,-74.297333
6649,Colombia,Maize,1997,17054,3240.0,16005.0,27.54,4.570868,-74.297333
6650,Colombia,Maize,1997,17054,3240.0,16005.0,22.9,4.570868,-74.297333
6651,Colombia,Plantains and others,1997,70972,3240.0,16005.0,27.54,4.570868,-74.297333
6652,Colombia,Plantains and others,1997,70972,3240.0,16005.0,22.9,4.570868,-74.297333
6653,Colombia,Potatoes,1997,162924,3240.0,16005.0,27.54,4.570868,-74.297333
6654,Colombia,Potatoes,1997,162924,3240.0,16005.0,22.9,4.570868,-74.297333
6655,Colombia,"Rice, paddy",1997,46445,3240.0,16005.0,27.54,4.570868,-74.297333
6656,Colombia,"Rice, paddy",1997,46445,3240.0,16005.0,22.9,4.570868,-74.297333
6657,Colombia,Sorghum,1997,32129,3240.0,16005.0,27.54,4.570868,-74.297333
6658,Colombia,Sorghum,1997,32129,3240.0,16005.0,22.9,4.570868,-74.297333
6659,Colombia,Soybeans,1997,20780,3240.0,16005.0,27.54,4.570868,-74.297333
6660,Colombia,Soybeans,1997,20780,3240.0,16005.0,22.9,4.570868,-74.297333
6661,Colombia,Wheat,1997,21243,3240.0,16005.0,27.54,4.570868,-74.297333
6662,Colombia,Wheat,1997,21243,3240.0,16005.0,22.9,4.570868,-74.297333
6663,Colombia,Yams,1997,103399,3240.0,16005.0,27.54,4.570868,-74.297333
6664,Colombia,Yams,1997,103399,3240.0,16005.0,22.9,4.570868,-74.297333
6665,Colombia,Cassava,1998,90321,3240.0,60687.0,27.67,4.570868,-74.297333
6666,Colombia,Cassava,1998,90321,3240.0,60687.0,23.07,4.570868,-74.297333
6667,Colombia,Maize,1998,16598,3240.0,60687.0,27.67,4.570868,-74.297333
6668,Colombia,Maize,1998,16598,3240.0,60687.0,23.07,4.570868,-74.297333
6669,Colombia,Plantains and others,1998,67354,3240.0,60687.0,27.67,4.570868,-74.297333
6670,Colombia,Plantains and others,1998,67354,3240.0,60687.0,23.07,4.570868,-74.297333
6671,Colombia,Potatoes,1998,154602,3240.0,60687.0,27.67,4.570868,-74.297333
6672,Colombia,Potatoes,1998,154602,3240.0,60687.0,23.07,4.570868,-74.297333
6673,Colombia,"Rice, paddy",1998,47116,3240.0,60687.0,27.67,4.570868,-74.297333
6674,Colombia,"Rice, paddy",1998,47116,3240.0,60687.0,23.07,4.570868,-74.297333
6675,Colombia,Sorghum,1998,30228,3240.0,60687.0,27.67,4.570868,-74.297333
6676,Colombia,Sorghum,1998,30228,3240.0,60687.0,23.07,4.570868,-74.297333
6677,Colombia,Soybeans,1998,21197,3240.0,60687.0,27.67,4.570868,-74.297333
6678,Colombia,Soybeans,1998,21197,3240.0,60687.0,23.07,4.570868,-74.297333
6679,Colombia,Wheat,1998,20497,3240.0,60687.0,27.67,4.570868,-74.297333
6680,Colombia,Wheat,1998,20497,3240.0,60687.0,23.07,4.570868,-74.297333
6681,Colombia,Yams,1998,107832,3240.0,60687.0,27.67,4.570868,-74.297333
6682,Colombia,Yams,1998,107832,3240.0,60687.0,23.07,4.570868,-74.297333
6683,Colombia,Cassava,1999,97882,3240.0,66088.0,26.77,4.570868,-74.297333
6684,Colombia,Cassava,1999,97882,3240.0,66088.0,21.83,4.570868,-74.297333
6685,Colombia,Maize,1999,17961,3240.0,66088.0,26.77,4.570868,-74.297333
6686,Colombia,Maize,1999,17961,3240.0,66088.0,21.83,4.570868,-74.297333
6687,Colombia,Plantains and others,1999,69037,3240.0,66088.0,26.77,4.570868,-74.297333
6688,Colombia,Plantains and others,1999,69037,3240.0,66088.0,21.83,4.570868,-74.297333
6689,Colombia,Potatoes,1999,161620,3240.0,66088.0,26.77,4.570868,-74.297333
6690,Colombia,Potatoes,1999,161620,3240.0,66088.0,21.83,4.570868,-74.297333
6691,Colombia,"Rice, paddy",1999,48009,3240.0,66088.0,26.77,4.570868,-74.297333
6692,Colombia,"Rice, paddy",1999,48009,3240.0,66088.0,21.83,4.570868,-74.297333
6693,Colombia,Sorghum,1999,32948,3240.0,66088.0,26.77,4.570868,-74.297333
6694,Colombia,Sorghum,1999,32948,3240.0,66088.0,21.83,4.570868,-74.297333
6695,Colombia,Soybeans,1999,20361,3240.0,66088.0,26.77,4.570868,-74.297333
6696,Colombia,Soybeans,1999,20361,3240.0,66088.0,21.83,4.570868,-74.297333
6697,Colombia,Wheat,1999,21537,3240.0,66088.0,26.77,4.570868,-74.297333
6698,Colombia,Wheat,1999,21537,3240.0,66088.0,21.83,4.570868,-74.297333
6699,Colombia,Yams,1999,102843,3240.0,66088.0,26.77,4.570868,-74.297333
6700,Colombia,Yams,1999,102843,3240.0,66088.0,21.83,4.570868,-74.297333
6701,Colombia,Cassava,2000,99939,3240.0,75843.0,26.98,4.570868,-74.297333
6702,Colombia,Cassava,2000,99939,3240.0,75843.0,22.01,4.570868,-74.297333
6703,Colombia,Maize,2000,21064,3240.0,75843.0,26.98,4.570868,-74.297333
6704,Colombia,Maize,2000,21064,3240.0,75843.0,22.01,4.570868,-74.297333
6705,Colombia,Plantains and others,2000,72291,3240.0,75843.0,26.98,4.570868,-74.297333
6706,Colombia,Plantains and others,2000,72291,3240.0,75843.0,22.01,4.570868,-74.297333
6707,Colombia,Potatoes,2000,128180,3240.0,75843.0,26.98,4.570868,-74.297333
6708,Colombia,Potatoes,2000,128180,3240.0,75843.0,22.01,4.570868,-74.297333
6709,Colombia,"Rice, paddy",2000,47324,3240.0,75843.0,26.98,4.570868,-74.297333
6710,Colombia,"Rice, paddy",2000,47324,3240.0,75843.0,22.01,4.570868,-74.297333
6711,Colombia,Sorghum,2000,29211,3240.0,75843.0,26.98,4.570868,-74.297333
6712,Colombia,Sorghum,2000,29211,3240.0,75843.0,22.01,4.570868,-74.297333
6713,Colombia,Soybeans,2000,22493,3240.0,75843.0,26.98,4.570868,-74.297333
6714,Colombia,Soybeans,2000,22493,3240.0,75843.0,22.01,4.570868,-74.297333
6715,Colombia,Wheat,2000,15992,3240.0,75843.0,26.98,4.570868,-74.297333
6716,Colombia,Wheat,2000,15992,3240.0,75843.0,22.01,4.570868,-74.297333
6717,Colombia,Yams,2000,110616,3240.0,75843.0,26.98,4.570868,-74.297333
6718,Colombia,Yams,2000,110616,3240.0,75843.0,22.01,4.570868,-74.297333
6719,Colombia,Cassava,2001,104108,3240.0,85515.3,27.28,4.570868,-74.297333
6720,Colombia,Cassava,2001,104108,3240.0,85515.3,22.5,4.570868,-74.297333
6721,Colombia,Maize,2001,20755,3240.0,85515.3,27.28,4.570868,-74.297333
6722,Colombia,Maize,2001,20755,3240.0,85515.3,22.5,4.570868,-74.297333
6723,Colombia,Plantains and others,2001,77307,3240.0,85515.3,27.28,4.570868,-74.297333
6724,Colombia,Plantains and others,2001,77307,3240.0,85515.3,22.5,4.570868,-74.297333
6725,Colombia,Potatoes,2001,143742,3240.0,85515.3,27.28,4.570868,-74.297333
6726,Colombia,Potatoes,2001,143742,3240.0,85515.3,22.5,4.570868,-74.297333
6727,Colombia,"Rice, paddy",2001,45472,3240.0,85515.3,27.28,4.570868,-74.297333
6728,Colombia,"Rice, paddy",2001,45472,3240.0,85515.3,22.5,4.570868,-74.297333
6729,Colombia,Sorghum,2001,28509,3240.0,85515.3,27.28,4.570868,-74.297333
6730,Colombia,Sorghum,2001,28509,3240.0,85515.3,22.5,4.570868,-74.297333
6731,Colombia,Soybeans,2001,26594,3240.0,85515.3,27.28,4.570868,-74.297333
6732,Colombia,Soybeans,2001,26594,3240.0,85515.3,22.5,4.570868,-74.297333
6733,Colombia,Wheat,2001,15106,3240.0,85515.3,27.28,4.570868,-74.297333
6734,Colombia,Wheat,2001,15106,3240.0,85515.3,22.5,4.570868,-74.297333
6735,Colombia,Yams,2001,117102,3240.0,85515.3,27.28,4.570868,-74.297333
6736,Colombia,Yams,2001,117102,3240.0,85515.3,22.5,4.570868,-74.297333
6737,Colombia,Cassava,2002,103100,3240.0,84023.26,27.77,4.570868,-74.297333
6738,Colombia,Cassava,2002,103100,3240.0,84023.26,22.73,4.570868,-74.297333
6739,Colombia,Maize,2002,22773,3240.0,84023.26,27.77,4.570868,-74.297333
6740,Colombia,Maize,2002,22773,3240.0,84023.26,22.73,4.570868,-74.297333
6741,Colombia,Plantains and others,2002,78479,3240.0,84023.26,27.77,4.570868,-74.297333
6742,Colombia,Plantains and others,2002,78479,3240.0,84023.26,22.73,4.570868,-74.297333
6743,Colombia,Potatoes,2002,156377,3240.0,84023.26,27.77,4.570868,-74.297333
6744,Colombia,Potatoes,2002,156377,3240.0,84023.26,22.73,4.570868,-74.297333
6745,Colombia,"Rice, paddy",2002,48001,3240.0,84023.26,27.77,4.570868,-74.297333
6746,Colombia,"Rice, paddy",2002,48001,3240.0,84023.26,22.73,4.570868,-74.297333
6747,Colombia,Sorghum,2002,35000,3240.0,84023.26,27.77,4.570868,-74.297333
6748,Colombia,Sorghum,2002,35000,3240.0,84023.26,22.73,4.570868,-74.297333
6749,Colombia,Soybeans,2002,23600,3240.0,84023.26,27.77,4.570868,-74.297333
6750,Colombia,Soybeans,2002,23600,3240.0,84023.26,22.73,4.570868,-74.297333
6751,Colombia,Wheat,2002,17353,3240.0,84023.26,27.77,4.570868,-74.297333
6752,Colombia,Wheat,2002,17353,3240.0,84023.26,22.73,4.570868,-74.297333
6753,Colombia,Yams,2002,113682,3240.0,84023.26,27.77,4.570868,-74.297333
6754,Colombia,Yams,2002,113682,3240.0,84023.26,22.73,4.570868,-74.297333
6755,Colombia,Cassava,2004,108559,3240.0,105514.19,27.3,4.570868,-74.297333
6756,Colombia,Cassava,2004,108559,3240.0,105514.19,22.63,4.570868,-74.297333
6757,Colombia,Maize,2004,26357,3240.0,105514.19,27.3,4.570868,-74.297333
6758,Colombia,Maize,2004,26357,3240.0,105514.19,22.63,4.570868,-74.297333
6759,Colombia,Plantains and others,2004,78520,3240.0,105514.19,27.3,4.570868,-74.297333
6760,Colombia,Plantains and others,2004,78520,3240.0,105514.19,22.63,4.570868,-74.297333
6761,Colombia,Potatoes,2004,158199,3240.0,105514.19,27.3,4.570868,-74.297333
6762,Colombia,Potatoes,2004,158199,3240.0,105514.19,22.63,4.570868,-74.297333
6763,Colombia,"Rice, paddy",2004,48038,3240.0,105514.19,27.3,4.570868,-74.297333
6764,Colombia,"Rice, paddy",2004,48038,3240.0,105514.19,22.63,4.570868,-74.297333
6765,Colombia,Sorghum,2004,36000,3240.0,105514.19,27.3,4.570868,-74.297333
6766,Colombia,Sorghum,2004,36000,3240.0,105514.19,22.63,4.570868,-74.297333
6767,Colombia,Soybeans,2004,16169,3240.0,105514.19,27.3,4.570868,-74.297333
6768,Colombia,Soybeans,2004,16169,3240.0,105514.19,22.63,4.570868,-74.297333
6769,Colombia,Wheat,2004,18879,3240.0,105514.19,27.3,4.570868,-74.297333
6770,Colombia,Wheat,2004,18879,3240.0,105514.19,22.63,4.570868,-74.297333
6771,Colombia,Yams,2004,117050,3240.0,105514.19,27.3,4.570868,-74.297333
6772,Colombia,Yams,2004,117050,3240.0,105514.19,22.63,4.570868,-74.297333
6773,Colombia,Cassava,2005,106912,3240.0,117881.45,27.56,4.570868,-74.297333
6774,Colombia,Cassava,2005,106912,3240.0,117881.45,22.69,4.570868,-74.297333
6775,Colombia,Maize,2005,27537,3240.0,117881.45,27.56,4.570868,-74.297333
6776,Colombia,Maize,2005,27537,3240.0,117881.45,22.69,4.570868,-74.297333
6777,Colombia,Plantains and others,2005,78868,3240.0,117881.45,27.56,4.570868,-74.297333
6778,Colombia,Plantains and others,2005,78868,3240.0,117881.45,22.69,4.570868,-74.297333
6779,Colombia,Potatoes,2005,151954,3240.0,117881.45,27.56,4.570868,-74.297333
6780,Colombia,Potatoes,2005,151954,3240.0,117881.45,22.69,4.570868,-74.297333
6781,Colombia,"Rice, paddy",2005,48388,3240.0,117881.45,27.56,4.570868,-74.297333
6782,Colombia,"Rice, paddy",2005,48388,3240.0,117881.45,22.69,4.570868,-74.297333
6783,Colombia,Sorghum,2005,37000,3240.0,117881.45,27.56,4.570868,-74.297333
6784,Colombia,Sorghum,2005,37000,3240.0,117881.45,22.69,4.570868,-74.297333
6785,Colombia,Soybeans,2005,20000,3240.0,117881.45,27.56,4.570868,-74.297333
6786,Colombia,Soybeans,2005,20000,3240.0,117881.45,22.69,4.570868,-74.297333
6787,Colombia,Wheat,2005,23371,3240.0,117881.45,27.56,4.570868,-74.297333
6788,Colombia,Wheat,2005,23371,3240.0,117881.45,22.69,4.570868,-74.297333
6789,Colombia,Yams,2005,117678,3240.0,117881.45,27.56,4.570868,-74.297333
6790,Colombia,Yams,2005,117678,3240.0,117881.45,22.69,4.570868,-74.297333
6791,Colombia,Cassava,2006,103639,3240.0,98328.63,27.51,4.570868,-74.297333
6792,Colombia,Cassava,2006,103639,3240.0,98328.63,22.6,4.570868,-74.297333
6793,Colombia,Maize,2006,25368,3240.0,98328.63,27.51,4.570868,-74.297333
6794,Colombia,Maize,2006,25368,3240.0,98328.63,22.6,4.570868,-74.297333
6795,Colombia,Plantains and others,2006,81953,3240.0,98328.63,27.51,4.570868,-74.297333
6796,Colombia,Plantains and others,2006,81953,3240.0,98328.63,22.6,4.570868,-74.297333
6797,Colombia,Potatoes,2006,159033,3240.0,98328.63,27.51,4.570868,-74.297333
6798,Colombia,Potatoes,2006,159033,3240.0,98328.63,22.6,4.570868,-74.297333
6799,Colombia,"Rice, paddy",2006,45717,3240.0,98328.63,27.51,4.570868,-74.297333
6800,Colombia,"Rice, paddy",2006,45717,3240.0,98328.63,22.6,4.570868,-74.297333
6801,Colombia,Sorghum,2006,37000,3240.0,98328.63,27.51,4.570868,-74.297333
6802,Colombia,Sorghum,2006,37000,3240.0,98328.63,22.6,4.570868,-74.297333
6803,Colombia,Soybeans,2006,20000,3240.0,98328.63,27.51,4.570868,-74.297333
6804,Colombia,Soybeans,2006,20000,3240.0,98328.63,22.6,4.570868,-74.297333
6805,Colombia,Wheat,2006,15490,3240.0,98328.63,27.51,4.570868,-74.297333
6806,Colombia,Wheat,2006,15490,3240.0,98328.63,22.6,4.570868,-74.297333
6807,Colombia,Yams,2006,105600,3240.0,98328.63,27.51,4.570868,-74.297333
6808,Colombia,Yams,2006,105600,3240.0,98328.63,22.6,4.570868,-74.297333
6809,Colombia,Cassava,2007,108337,3240.0,82439.06,27.45,4.570868,-74.297333
6810,Colombia,Cassava,2007,108337,3240.0,82439.06,22.48,4.570868,-74.297333
6811,Colombia,Maize,2007,27661,3240.0,82439.06,27.45,4.570868,-74.297333
6812,Colombia,Maize,2007,27661,3240.0,82439.06,22.48,4.570868,-74.297333
6813,Colombia,Plantains and others,2007,81560,3240.0,82439.06,27.45,4.570868,-74.297333
6814,Colombia,Plantains and others,2007,81560,3240.0,82439.06,22.48,4.570868,-74.297333
6815,Colombia,Potatoes,2007,166986,3240.0,82439.06,27.45,4.570868,-74.297333
6816,Colombia,Potatoes,2007,166986,3240.0,82439.06,22.48,4.570868,-74.297333
6817,Colombia,"Rice, paddy",2007,49020,3240.0,82439.06,27.45,4.570868,-74.297333
6818,Colombia,"Rice, paddy",2007,49020,3240.0,82439.06,22.48,4.570868,-74.297333
6819,Colombia,Sorghum,2007,37000,3240.0,82439.06,27.45,4.570868,-74.297333
6820,Colombia,Sorghum,2007,37000,3240.0,82439.06,22.48,4.570868,-74.297333
6821,Colombia,Soybeans,2007,20000,3240.0,82439.06,27.45,4.570868,-74.297333
6822,Colombia,Soybeans,2007,20000,3240.0,82439.06,22.48,4.570868,-74.297333
6823,Colombia,Wheat,2007,18709,3240.0,82439.06,27.45,4.570868,-74.297333
6824,Colombia,Wheat,2007,18709,3240.0,82439.06,22.48,4.570868,-74.297333
6825,Colombia,Yams,2007,104038,3240.0,82439.06,27.45,4.570868,-74.297333
6826,Colombia,Yams,2007,104038,3240.0,82439.06,22.48,4.570868,-74.297333
6827,Colombia,Cassava,2008,109215,3240.0,48538.97,27.16,4.570868,-74.297333
6828,Colombia,Cassava,2008,109215,3240.0,48538.97,22.07,4.570868,-74.297333
6829,Colombia,Maize,2008,27712,3240.0,48538.97,27.16,4.570868,-74.297333
6830,Colombia,Maize,2008,27712,3240.0,48538.97,22.07,4.570868,-74.297333
6831,Colombia,Plantains and others,2008,81611,3240.0,48538.97,27.16,4.570868,-74.297333
6832,Colombia,Plantains and others,2008,81611,3240.0,48538.97,22.07,4.570868,-74.297333
6833,Colombia,Potatoes,2008,176013,3240.0,48538.97,27.16,4.570868,-74.297333
6834,Colombia,Potatoes,2008,176013,3240.0,48538.97,22.07,4.570868,-74.297333
6835,Colombia,"Rice, paddy",2008,48887,3240.0,48538.97,27.16,4.570868,-74.297333
6836,Colombia,"Rice, paddy",2008,48887,3240.0,48538.97,22.07,4.570868,-74.297333
6837,Colombia,Sorghum,2008,37100,3240.0,48538.97,27.16,4.570868,-74.297333
6838,Colombia,Sorghum,2008,37100,3240.0,48538.97,22.07,4.570868,-74.297333
6839,Colombia,Soybeans,2008,21574,3240.0,48538.97,27.16,4.570868,-74.297333
6840,Colombia,Soybeans,2008,21574,3240.0,48538.97,22.07,4.570868,-74.297333
6841,Colombia,Wheat,2008,18151,3240.0,48538.97,27.16,4.570868,-74.297333
6842,Colombia,Wheat,2008,18151,3240.0,48538.97,22.07,4.570868,-74.297333
6843,Colombia,Yams,2008,104870,3240.0,48538.97,27.16,4.570868,-74.297333
6844,Colombia,Yams,2008,104870,3240.0,48538.97,22.07,4.570868,-74.297333
6845,Colombia,Cassava,2009,106899,3240.0,51435.13,27.68,4.570868,-74.297333
6846,Colombia,Cassava,2009,106899,3240.0,51435.13,22.87,4.570868,-74.297333
6847,Colombia,Maize,2009,26845,3240.0,51435.13,27.68,4.570868,-74.297333
6848,Colombia,Maize,2009,26845,3240.0,51435.13,22.87,4.570868,-74.297333
6849,Colombia,Plantains and others,2009,78714,3240.0,51435.13,27.68,4.570868,-74.297333
6850,Colombia,Plantains and others,2009,78714,3240.0,51435.13,22.87,4.570868,-74.297333
6851,Colombia,Potatoes,2009,183793,3240.0,51435.13,27.68,4.570868,-74.297333
6852,Colombia,Potatoes,2009,183793,3240.0,51435.13,22.87,4.570868,-74.297333
6853,Colombia,"Rice, paddy",2009,46956,3240.0,51435.13,27.68,4.570868,-74.297333
6854,Colombia,"Rice, paddy",2009,46956,3240.0,51435.13,22.87,4.570868,-74.297333
6855,Colombia,Sorghum,2009,37000,3240.0,51435.13,27.68,4.570868,-74.297333
6856,Colombia,Sorghum,2009,37000,3240.0,51435.13,22.87,4.570868,-74.297333
6857,Colombia,Soybeans,2009,22000,3240.0,51435.13,27.68,4.570868,-74.297333
6858,Colombia,Soybeans,2009,22000,3240.0,51435.13,22.87,4.570868,-74.297333
6859,Colombia,Wheat,2009,16946,3240.0,51435.13,27.68,4.570868,-74.297333
6860,Colombia,Wheat,2009,16946,3240.0,51435.13,22.87,4.570868,-74.297333
6861,Colombia,Yams,2009,106037,3240.0,51435.13,27.68,4.570868,-74.297333
6862,Colombia,Yams,2009,106037,3240.0,51435.13,22.87,4.570868,-74.297333
6863,Colombia,Cassava,2010,106094,3240.0,48618.46,27.54,4.570868,-74.297333
6864,Colombia,Cassava,2010,106094,3240.0,48618.46,22.68,4.570868,-74.297333
6865,Colombia,Maize,2010,27227,3240.0,48618.46,27.54,4.570868,-74.297333
6866,Colombia,Maize,2010,27227,3240.0,48618.46,22.68,4.570868,-74.297333
6867,Colombia,Plantains and others,2010,80771,3240.0,48618.46,27.54,4.570868,-74.297333
6868,Colombia,Plantains and others,2010,80771,3240.0,48618.46,22.68,4.570868,-74.297333
6869,Colombia,Potatoes,2010,172462,3240.0,48618.46,27.54,4.570868,-74.297333
6870,Colombia,Potatoes,2010,172462,3240.0,48618.46,22.68,4.570868,-74.297333
6871,Colombia,"Rice, paddy",2010,41223,3240.0,48618.46,27.54,4.570868,-74.297333
6872,Colombia,"Rice, paddy",2010,41223,3240.0,48618.46,22.68,4.570868,-74.297333
6873,Colombia,Sorghum,2010,57069,3240.0,48618.46,27.54,4.570868,-74.297333
6874,Colombia,Sorghum,2010,57069,3240.0,48618.46,22.68,4.570868,-74.297333
6875,Colombia,Soybeans,2010,17152,3240.0,48618.46,27.54,4.570868,-74.297333
6876,Colombia,Soybeans,2010,17152,3240.0,48618.46,22.68,4.570868,-74.297333
6877,Colombia,Wheat,2010,17697,3240.0,48618.46,27.54,4.570868,-74.297333
6878,Colombia,Wheat,2010,17697,3240.0,48618.46,22.68,4.570868,-74.297333
6879,Colombia,Yams,2010,108871,3240.0,48618.46,27.54,4.570868,-74.297333
6880,Colombia,Yams,2010,108871,3240.0,48618.46,22.68,4.570868,-74.297333
6881,Colombia,Cassava,2011,107039,3240.0,53797.0,27.18,4.570868,-74.297333
6882,Colombia,Cassava,2011,107039,3240.0,53797.0,22.33,4.570868,-74.297333
6883,Colombia,Maize,2011,28591,3240.0,53797.0,27.18,4.570868,-74.297333
6884,Colombia,Maize,2011,28591,3240.0,53797.0,22.33,4.570868,-74.297333
6885,Colombia,Plantains and others,2011,79624,3240.0,53797.0,27.18,4.570868,-74.297333
6886,Colombia,Plantains and others,2011,79624,3240.0,53797.0,22.33,4.570868,-74.297333
6887,Colombia,Potatoes,2011,173390,3240.0,53797.0,27.18,4.570868,-74.297333
6888,Colombia,Potatoes,2011,173390,3240.0,53797.0,22.33,4.570868,-74.297333
6889,Colombia,"Rice, paddy",2011,39589,3240.0,53797.0,27.18,4.570868,-74.297333
6890,Colombia,"Rice, paddy",2011,39589,3240.0,53797.0,22.33,4.570868,-74.297333
6891,Colombia,Sorghum,2011,38975,3240.0,53797.0,27.18,4.570868,-74.297333
6892,Colombia,Sorghum,2011,38975,3240.0,53797.0,22.33,4.570868,-74.297333
6893,Colombia,Soybeans,2011,21766,3240.0,53797.0,27.18,4.570868,-74.297333
6894,Colombia,Soybeans,2011,21766,3240.0,53797.0,22.33,4.570868,-74.297333
6895,Colombia,Wheat,2011,15964,3240.0,53797.0,27.18,4.570868,-74.297333
6896,Colombia,Wheat,2011,15964,3240.0,53797.0,22.33,4.570868,-74.297333
6897,Colombia,Yams,2011,111246,3240.0,53797.0,27.18,4.570868,-74.297333
6898,Colombia,Yams,2011,111246,3240.0,53797.0,22.33,4.570868,-74.297333
6899,Colombia,Cassava,2012,96365,3240.0,48727.73,27.56,4.570868,-74.297333
6900,Colombia,Cassava,2012,96365,3240.0,48727.73,22.58,4.570868,-74.297333
